total,0_1,2_4,5_12,13_18,19_25,26_64,65+,pct_0_1,pct_2_4,pct_5_12,pct_13_18,pct_19_25,pct_26_64,pct_65+
1052567,22083,35365,98195,85847,115834,543362,151881,0.0209801371314,0.0335988112871,0.0932909734012,0.0815596536848,0.110049051509,0.516225570439,0.144295802547
