total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100-104,105-109,110+,pct_0,pct_1,pct_2,pct_3,pct_4,pct_5,pct_6,pct_7,pct_8,pct_9,pct_10,pct_11,pct_12,pct_13,pct_14,pct_15,pct_16,pct_17,pct_18,pct_19,pct_20,pct_21,pct_22,pct_23,pct_24,pct_25,pct_26,pct_27,pct_28,pct_29,pct_30,pct_31,pct_32,pct_33,pct_34,pct_35,pct_36,pct_37,pct_38,pct_39,pct_40,pct_41,pct_42,pct_43,pct_44,pct_45,pct_46,pct_47,pct_48,pct_49,pct_50,pct_51,pct_52,pct_53,pct_54,pct_55,pct_56,pct_57,pct_58,pct_59,pct_60,pct_61,pct_62,pct_63,pct_64,pct_65,pct_66,pct_67,pct_68,pct_69,pct_70,pct_71,pct_72,pct_73,pct_74,pct_75,pct_76,pct_77,pct_78,pct_79,pct_80,pct_81,pct_82,pct_83,pct_84,pct_85,pct_86,pct_87,pct_88,pct_89,pct_90,pct_91,pct_92,pct_93,pct_94,pct_95,pct_96,pct_97,pct_98,pct_99,pct_100-104,pct_105-109,pct_110+
1052567,10959,11124,11705,11640,12020,11938,12162,11973,12182,12185,12452,12622,12681,12890,13179,13623,14108,14513,17534,20268,19537,18508,16402,14211,13509,13399,13024,13102,13095,13179,13261,12252,12239,11727,11684,12090,11855,12421,13148,14216,14777,13975,14506,14684,15188,16332,15890,15965,16505,16608,16559,16186,16457,16041,15807,15533,14650,14178,13511,12762,12906,12344,12532,12698,9475,9392,9091,9406,7796,7117,6773,6384,6295,5872,5753,5523,5328,5393,4997,5404,5171,5024,5147,4748,4517,4301,3854,3505,3068,2625,2108,1757,1435,1118,851,641,477,368,226,169,231,16,0,0.0104116887571,0.0105684483743,0.0111204322385,0.0110586784499,0.0114197005986,0.0113417958192,0.0115546088753,0.0113750478592,0.011573610041,0.0115764602158,0.0118301257782,0.0119916356868,0.0120476891257,0.0122462513075,0.0125208181522,0.0129426440312,0.0134034223,0.0137881959058,0.0166583219881,0.0192557813422,0.0185612887351,0.0175836787587,0.0155828560082,0.0135012783034,0.0128343373866,0.0127298309751,0.0123735591179,0.0124476636642,0.0124410132562,0.0125208181522,0.0125987229317,0.011640114121,0.0116277633633,0.0111413335208,0.0111004810145,0.0114862046787,0.0112629409814,0.0118006739713,0.0124913663453,0.0135060285949,0.0140390112933,0.0132770645479,0.0137815454978,0.0139506558727,0.0144294852489,0.0155163519282,0.0150964261657,0.0151676805372,0.0156807120117,0.0157785680151,0.0157320151591,0.0153776434184,0.015635109214,0.0152398849669,0.015017571328,0.0147572553576,0.013918353891,0.01346992638,0.0128362375032,0.0121246438469,0.0122614522401,0.0117275194833,0.0119061304411,0.0120638401166,0.00900180226057,0.00892294742282,0.00863697987872,0.00893624823883,0.00740665439825,0.006761564822,0.00643474477159,0.00606517209831,0.00598061691085,0.00557874225584,0.00546568531979,0.005247171914,0.00506191054821,0.00512366433681,0.00474744125552,0.00513411497795,0.0049127513973,0.00477309282925,0.00488994999843,0.00451087674229,0.0042914132782,0.00408620068841,0.00366152463454,0.0033299542927,0.00291477882168,0.00249390300095,0.00200272286705,0.00166925240864,0.00136333364052,0.00106216516383,0.000808499601451,0.000608987361375,0.000453177802458,0.000349621449276,0.000214713172653,0.000160559850347,0.000219463464084,1.52009325772e-05,0.0
