total,white,black,native,asian,pac,other,multi,hispanic,pct_white,pct_black,pct_native,pct_asian,pct_pac,pct_other,pct_multi,pct_hispanic
1053252,790922,55066,3820,32433,428,7534,23217,139832,0.750933299913,0.0522818850569,0.00362686232734,0.0307932004876,0.000406360491127,0.00715308397231,0.0220431577628,0.132762149989
