geoID_long,geoID_short,muni_long,muni_short,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37
0600000US4400925300,4400925300,"Exeter town, Washington County, Rhode Island",Exeter,6497,204,98.6,1.5,1.4,1.5,93.6,3.5,,,,,6.4,3.5,78.7,18.5,21.3,18.5,1.0,1.0,100.0,38.8,0.0,38.8,3.6,2.2,97.4,5.7,2.6,5.7,1.9,2.4,32.0,16.9,68.0,16.9,0.0,0.5,,,,,63,64,100.0,38.8,0.0,38.8,6,15,100.0,100.0,0.0,100.0,57,52,100.0,40.8,0.0,40.8,0,17,,,,,233,145,97.4,5.7,2.6,5.7,34,35,82.4,47.5,17.6,47.5,159,109,100.0,19.6,0.0,19.6,40,53,100.0,48.7,0.0,48.7,122,154,32.0,16.9,68.0,16.9,39,59,100.0,49.3,0.0,49.3,83,99,0.0,32.9,100.0,32.9,0,17,,,,,0,17,,,,,0,17,,,,,0,17,,,,,0,17,,,,,5490,254,98.9,1.2,1.1,1.2,94.3,2.7,,,,,5.7,2.7,80.4,19.7,19.6,19.7,1.0,0.9,100.0,40.8,0.0,40.8,4.6,2.5,76.1,24.0,23.9,24.0,3.2,,,,,,1.7,,,,,,7.4,,,,,
0600000US4400727460,4400727460,"Foster town, Providence County, Rhode Island",Foster,4446,97,99.0,1.5,1.0,1.5,95.1,2.3,,,,,4.9,2.3,79.4,26.4,20.6,26.4,0.8,1.1,0.0,52.8,100.0,52.8,4.0,1.7,93.9,9.5,6.1,9.5,0.1,0.2,100.0,100.0,0.0,100.0,0.0,0.8,,,,,34,51,0.0,52.8,100.0,52.8,23,35,0.0,64.2,100.0,64.2,11,16,0.0,92.8,100.0,92.8,0,12,,,,,180,76,93.9,9.5,6.1,9.5,19,21,100.0,70.6,0.0,70.6,109,62,89.9,15.9,10.1,15.9,52,37,100.0,42.7,0.0,42.7,4,7,100.0,100.0,0.0,100.0,0,12,,,,,0,12,,,,,4,7,100.0,100.0,0.0,100.0,0,12,,,,,0,12,,,,,0,12,,,,,0,12,,,,,3825,118,99.4,0.9,0.6,0.9,95.5,2.0,,,,,4.5,2.0,87.1,18.3,12.9,18.3,0.3,0.4,0.0,92.8,100.0,92.8,4.2,1.9,93.1,10.8,6.9,10.8,6.1,,,,,,18.8,,,,,,22.9,,,,,
0600000US4400730340,4400730340,"Glocester town, Providence County, Rhode Island",Glocester,9434,129,98.9,0.8,1.1,0.8,95.5,1.4,,,,,4.5,1.4,75.1,15.6,24.9,15.6,0.9,0.5,100.0,33.2,0.0,33.2,3.3,1.3,66.6,19.4,33.4,19.4,0.1,0.1,100.0,100.0,0.0,100.0,0.2,0.3,100.0,67.2,0.0,67.2,82,49,100.0,33.2,0.0,33.2,15,25,100.0,79.5,0.0,79.5,58,36,100.0,40.4,0.0,40.4,9,15,100.0,100.0,0.0,100.0,314,120,66.6,19.4,33.4,19.4,32,34,100.0,54.4,0.0,54.4,168,90,55.4,24.0,44.6,24.0,114,72,73.7,26.8,26.3,26.8,5,9,100.0,100.0,0.0,100.0,0,17,,,,,0,17,,,,,5,9,100.0,100.0,0.0,100.0,21,25,100.0,67.2,0.0,67.2,0,17,,,,,21,25,100.0,67.2,0.0,67.2,0,17,,,,,7967,167,99.0,0.9,1.0,0.9,95.7,1.4,,,,,4.3,1.4,75.9,16.8,24.1,16.8,0.8,0.5,100.0,37.6,0.0,37.6,3.5,1.4,70.0,19.6,30.0,19.6,3.7,,,,,,6.2,,,,,,8.3,,,,,
0600000US4400935380,4400935380,"Hopkinton town, Washington County, Rhode Island",Hopkinton,7899,97,99.6,0.5,0.4,0.5,97.4,1.6,,,,,2.6,1.6,82.7,16.8,17.3,16.8,0.3,0.4,50.0,50.0,50.0,50.0,0.8,0.7,80.3,25.3,19.7,25.3,0.6,0.8,74.5,49.2,25.5,49.2,0.9,1.0,100.0,37.0,0.0,37.0,20,33,50.0,50.0,50.0,50.0,0,17,,,,,10,17,100.0,97.3,0.0,97.3,10,28,0.0,97.3,100.0,97.3,66,59,80.3,25.3,19.7,25.3,16,27,100.0,76.9,0.0,76.9,31,42,58.1,31.2,41.9,31.2,19,31,100.0,70.6,0.0,70.6,47,64,74.5,49.2,25.5,49.2,0,17,,,,,35,61,100.0,52.0,0.0,52.0,12,20,0.0,88.8,100.0,88.8,69,76,100.0,37.0,0.0,37.0,0,17,,,,,31,41,100.0,55.3,0.0,55.3,38,62,100.0,49.9,0.0,49.9,6719,263,99.6,0.4,0.4,0.4,97.8,1.5,,,,,2.2,1.5,83.4,17.8,16.6,17.8,0.1,0.2,100.0,97.3,0.0,97.3,2.1,1.5,82.3,19.3,17.7,19.3,5.1,,,,,,0.0,,,,,,0.0,,,,,
0600000US4400536820,4400536820,"Jamestown town, Newport County, Rhode Island",Jamestown,5287,81,98.7,1.2,1.3,1.2,93.7,2.9,,,,,6.3,2.9,79.4,19.4,20.6,19.4,1.8,1.3,82.8,26.2,17.2,26.2,4.6,2.5,78.1,27.2,21.9,27.2,0.0,0.7,,,,,0.0,0.7,,,,,93,71,82.8,26.2,17.2,26.2,16,25,0.0,76.9,100.0,76.9,77,66,100.0,34.6,0.0,34.6,0,17,,,,,242,133,78.1,27.2,21.9,27.2,34,53,100.0,52.8,0.0,52.8,141,94,100.0,21.8,0.0,21.8,67,71,20.9,33.1,79.1,33.1,0,17,,,,,0,17,,,,,0,17,,,,,0,17,,,,,0,17,,,,,0,17,,,,,0,17,,,,,0,17,,,,,4432,143,98.8,1.5,1.2,1.5,95.0,2.6,,,,,5.0,2.6,76.2,27.0,23.8,27.0,1.7,1.5,100.0,34.6,0.0,34.6,3.3,2.1,63.7,39.3,36.3,39.3,2.6,,,,,,0.0,,,,,,5.4,,,,,
0600000US4400737720,4400737720,"Johnston town, Providence County, Rhode Island",Johnston,27784,243,96.0,1.1,4.0,1.1,87.2,2.3,,,,,12.8,2.3,69.0,5.6,31.0,5.6,3.9,1.3,82.0,7.7,18.0,7.7,5.8,1.4,73.2,7.1,26.8,7.1,2.8,1.2,41.5,12.1,58.5,12.1,0.4,0.4,76.0,47.3,24.0,47.3,1082,371,82.0,7.7,18.0,7.7,199,104,100.0,16.1,0.0,16.1,833,289,81.2,10.5,18.8,10.5,50,61,24.0,43.5,76.0,43.5,1598,392,73.2,7.1,26.8,7.1,106,97,84.0,33.0,16.0,33.0,863,280,83.9,8.0,16.1,8.0,629,137,56.6,12.9,43.4,12.9,773,327,41.5,12.1,58.5,12.1,128,93,85.2,23.1,14.8,23.1,589,240,36.0,15.6,64.0,15.6,56,51,0.0,41.1,100.0,41.1,100,112,76.0,47.3,24.0,47.3,0,23,,,,,72,88,66.7,58.6,33.3,58.6,28,42,100.0,58.2,0.0,58.2,22566,485,96.6,1.0,3.4,1.0,89.3,2.0,,,,,10.7,2.0,68.4,6.4,31.6,6.4,3.3,1.3,79.4,10.7,20.6,10.7,7.4,1.7,63.5,8.0,36.5,8.0,3.2,,,,,,3.5,,,,,,3.9,,,,,
0600000US4400741500,4400741500,"Lincoln town, Providence County, Rhode Island",Lincoln,20284,246,97.6,0.8,2.4,0.8,88.7,2.6,,,,,11.3,2.6,78.8,5.5,21.2,5.5,4.3,2.3,75.2,10.0,24.8,10.0,6.0,1.3,82.3,7.8,17.7,7.8,0.3,0.3,70.0,31.9,30.0,31.9,0.7,0.6,74.7,32.5,25.3,32.5,868,468,75.2,10.0,24.8,10.0,229,149,100.0,14.1,0.0,14.1,593,317,71.5,11.7,28.5,11.7,46,60,0.0,45.4,100.0,45.4,1214,254,82.3,7.8,17.7,7.8,16,19,100.0,76.9,0.0,76.9,697,194,83.9,7.9,16.1,7.9,501,142,79.4,14.9,20.6,14.9,60,59,70.0,31.9,30.0,31.9,17,28,100.0,74.6,0.0,74.6,43,40,58.1,38.8,41.9,38.8,0,23,,,,,146,113,74.7,32.5,25.3,32.5,18,19,100.0,72.5,0.0,72.5,91,97,100.0,30.9,0.0,30.9,37,46,0.0,50.6,100.0,50.6,16217,395,97.5,0.9,2.5,0.9,89.1,2.4,,,,,10.9,2.4,76.7,6.9,23.3,6.9,3.0,1.8,65.9,12.5,34.1,12.5,7.9,1.6,80.9,8.0,19.1,8.0,4.3,,,,,,4.9,,,,,,6.4,,,,,
0600000US4400542400,4400542400,"Little Compton town, Newport County, Rhode Island",Little Compton,3351,66,99.5,0.8,0.5,0.8,95.5,2.3,,,,,4.5,2.3,88.1,16.7,11.9,16.7,1.3,1.1,100.0,47.5,0.0,47.5,3.0,2.0,82.2,25.0,17.8,25.0,0.2,0.4,100.0,100.0,0.0,100.0,0.0,1.0,,,,,42,38,100.0,47.5,0.0,47.5,11,16,100.0,92.8,0.0,92.8,16,28,100.0,76.9,0.0,76.9,15,25,100.0,79.5,0.0,79.5,101,68,82.2,25.0,17.8,25.0,0,12,,,,,67,44,85.1,21.2,14.9,21.2,34,34,76.5,39.4,23.5,39.4,8,13,100.0,100.0,0.0,100.0,0,12,,,,,0,12,,,,,8,13,100.0,100.0,0.0,100.0,0,12,,,,,0,12,,,,,0,12,,,,,0,12,,,,,2845,138,99.4,0.9,0.6,0.9,95.1,2.7,,,,,4.9,2.7,87.1,17.9,12.9,17.9,1.1,1.3,100.0,55.3,0.0,55.3,3.8,2.4,83.5,22.9,16.5,22.9,2.2,,,,,,0.0,,,,,,0.0,,,,,
0600000US4400545460,4400545460,"Middletown town, Newport County, Rhode Island",Middletown,15194,179,96.6,1.0,3.4,1.0,88.8,2.1,,,,,11.2,2.1,69.9,7.1,30.1,7.1,3.3,1.2,76.3,15.8,23.7,15.8,3.6,1.4,75.0,12.8,25.0,12.8,3.3,1.1,58.4,11.7,41.6,11.7,1.0,0.6,68.8,25.7,31.2,25.7,506,177,76.3,15.8,23.7,15.8,104,87,60.6,41.4,39.4,41.4,368,141,84.5,10.5,15.5,10.5,34,38,35.3,55.7,64.7,55.7,544,215,75.0,12.8,25.0,12.8,55,45,100.0,41.5,0.0,41.5,308,172,73.7,19.9,26.3,19.9,181,72,69.6,21.6,30.4,21.6,500,171,58.4,11.7,41.6,11.7,114,75,44.7,35.8,55.3,35.8,371,129,65.0,17.1,35.0,17.1,15,17,0.0,79.5,100.0,79.5,157,96,68.8,25.7,31.2,25.7,62,56,77.4,35.5,22.6,35.5,88,56,60.2,27.3,39.8,27.3,7,15,100.0,100.0,0.0,100.0,11850,287,98.2,0.7,1.8,0.7,91.4,1.8,,,,,8.6,1.8,79.0,7.5,21.0,7.5,3.0,1.2,88.7,8.8,11.3,8.8,5.6,1.4,73.9,10.6,26.1,10.6,3.0,,,,,,1.2,,,,,,1.6,,,,,
0600000US4400948340,4400948340,"Narragansett town, Washington County, Rhode Island",Narragansett,15323,137,99.6,0.3,0.4,0.3,96.1,1.2,,,,,3.9,1.2,90.7,8.5,9.3,8.5,1.2,0.9,70.4,21.7,29.6,21.7,2.5,1.0,100.0,8.7,0.0,8.7,0.1,0.1,100.0,92.8,0.0,92.8,0.1,0.1,100.0,97.3,0.0,97.3,186,139,70.4,21.7,29.6,21.7,24,33,100.0,62.8,0.0,62.8,162,113,66.0,23.6,34.0,23.6,0,19,,,,,383,149,100.0,8.7,0.0,8.7,24,28,100.0,62.8,0.0,62.8,227,116,100.0,14.3,0.0,14.3,132,67,100.0,23.0,0.0,23.0,11,15,100.0,92.8,0.0,92.8,0,19,,,,,11,15,100.0,92.8,0.0,92.8,0,19,,,,,10,16,100.0,97.3,0.0,97.3,0,19,,,,,0,19,,,,,10,16,100.0,97.3,0.0,97.3,13469,275,99.8,0.2,0.2,0.2,96.4,1.0,,,,,3.6,1.0,94.2,5.1,5.8,5.1,1.0,0.7,79.3,15.7,20.7,15.7,2.6,0.9,100.0,9.5,0.0,9.5,4.1,,,,,,10.8,,,,,,18.8,,,,,
0600000US4400950500,4400950500,"New Shoreham town, Washington County, Rhode Island",New Shoreham,860,168,99.0,1.7,1.0,1.7,96.3,2.9,,,,,3.7,2.9,71.9,41.6,28.1,41.6,0.7,0.9,100.0,100.0,0.0,100.0,3.0,2.6,65.4,51.5,34.6,51.5,0.0,4.0,,,,,0.0,4.0,,,,,6,7,100.0,100.0,0.0,100.0,0,12,,,,,6,7,100.0,100.0,0.0,100.0,0,12,,,,,26,23,65.4,51.5,34.6,51.5,3,5,100.0,100.0,0.0,100.0,11,12,100.0,92.8,0.0,92.8,12,15,25.0,51.6,75.0,51.6,0,12,,,,,0,12,,,,,0,12,,,,,0,12,,,,,0,12,,,,,0,12,,,,,0,12,,,,,0,12,,,,,785,151,98.9,1.8,1.1,1.8,96.8,2.6,,,,,3.2,2.6,64.0,46.0,36.0,46.0,0.8,1.0,100.0,100.0,0.0,100.0,2.4,2.2,52.6,52.6,47.4,52.6,0.8,,,,,,0.0,,,,,,0.0,,,,,
0600000US4400549960,4400549960,"Newport city, Newport County, Rhode Island",Newport,23552,205,95.6,1.4,4.4,1.4,87.3,1.7,,,,,12.7,1.7,65.6,9.6,34.4,9.6,8.2,1.6,56.8,13.2,43.2,13.2,3.3,0.9,80.9,8.5,19.1,8.5,0.9,0.5,78.1,15.3,21.9,15.3,0.3,0.3,100.0,33.7,0.0,33.7,1935,368,56.8,13.2,43.2,13.2,447,162,90.4,7.7,9.6,7.7,1475,260,46.3,16.7,53.7,16.7,13,15,100.0,85.4,0.0,85.4,769,213,80.9,8.5,19.1,8.5,48,49,100.0,44.4,0.0,44.4,460,164,80.9,10.0,19.1,10.0,261,96,77.4,13.2,22.6,13.2,201,110,78.1,15.3,21.9,15.3,7,12,100.0,100.0,0.0,100.0,177,97,75.1,16.7,24.9,16.7,17,24,100.0,74.6,0.0,74.6,80,74,100.0,33.7,0.0,33.7,0,23,,,,,27,34,100.0,59.2,0.0,59.2,53,62,100.0,42.3,0.0,42.3,19688,381,98.9,0.5,1.1,0.5,92.8,1.3,,,,,7.2,1.3,84.9,7.1,15.1,7.1,3.3,1.0,84.6,11.8,15.4,11.8,4.0,0.9,85.1,7.6,14.9,7.6,5.9,,,,,,3.5,,,,,,3.5,,,,,
0600000US4400951580,4400951580,"North Kingstown town, Washington County, Rhode Island",North Kingstown,25234,184,97.8,0.6,2.2,0.6,92.5,1.6,,,,,7.5,1.6,70.8,6.1,29.2,6.1,2.3,0.9,76.6,13.3,23.4,13.3,3.0,0.7,75.2,8.4,24.8,8.4,2.1,0.8,56.7,12.8,43.3,12.8,0.1,0.1,100.0,59.2,0.0,59.2,576,239,76.6,13.3,23.4,13.3,166,113,74.7,29.1,25.3,29.1,377,147,75.3,19.9,24.7,19.9,33,39,100.0,53.6,0.0,53.6,759,184,75.2,8.4,24.8,8.4,86,58,98.8,2.6,1.2,2.6,474,130,78.1,8.6,21.9,8.6,199,77,58.3,20.3,41.7,20.3,526,200,56.7,12.8,43.3,12.8,27,27,100.0,59.2,0.0,59.2,384,186,55.5,13.2,44.5,13.2,115,92,50.4,44.8,49.6,44.8,27,33,100.0,59.2,0.0,59.2,0,23,,,,,27,33,100.0,59.2,0.0,59.2,0,23,,,,,19648,289,98.4,0.6,1.6,0.6,93.9,1.2,,,,,6.1,1.2,73.1,7.0,26.9,7.0,1.5,0.5,89.8,10.9,10.2,10.9,4.6,1.0,67.7,8.4,32.3,8.4,2.9,,,,,,2.4,,,,,,4.9,,,,,
0600000US4400751760,4400751760,"North Providence town, Providence County, Rhode Island",North Providence,30864,303,94.4,1.4,5.6,1.4,84.2,2.4,,,,,15.8,2.4,64.3,6.0,35.7,6.0,6.1,1.9,56.1,11.5,43.9,11.5,7.4,1.7,68.8,7.5,31.2,7.5,0.9,0.4,63.1,18.0,36.9,18.0,1.4,0.9,76.9,16.9,23.1,16.9,1880,578,56.1,11.5,43.9,11.5,462,220,81.2,12.5,18.8,12.5,1235,420,52.1,16.1,47.9,16.1,183,105,19.7,19.2,80.3,19.2,2278,525,68.8,7.5,31.2,7.5,172,121,74.4,32.9,25.6,32.9,1436,405,70.5,8.2,29.5,8.2,670,177,63.9,12.8,36.1,12.8,287,134,63.1,18.0,36.9,18.0,51,59,100.0,43.1,0.0,43.1,221,97,58.8,29.4,41.2,29.4,15,17,0.0,79.5,100.0,79.5,437,265,76.9,16.9,23.1,16.9,79,104,100.0,34.0,0.0,34.0,307,191,79.2,15.2,20.8,15.2,51,41,27.5,37.9,72.5,37.9,25644,578,96.2,0.9,3.8,0.9,88.6,1.8,,,,,11.4,1.8,67.0,6.3,33.0,6.3,3.5,1.5,57.8,13.8,42.2,13.8,7.9,1.5,71.1,7.4,28.9,7.4,3.6,,,,,,2.8,,,,,,4.0,,,,,
0600000US4400752480,4400752480,"North Smithfield town, Providence County, Rhode Island",North Smithfield,11562,172,98.5,0.7,1.5,0.7,92.0,2.9,,,,,8.0,2.9,81.0,9.2,19.0,9.2,1.1,0.8,62.3,19.7,37.7,19.7,6.7,2.7,85.1,8.1,14.9,8.1,0.3,0.2,50.0,50.0,50.0,50.0,0.0,0.1,100.0,100.0,0.0,100.0,122,91,62.3,19.7,37.7,19.7,48,49,100.0,44.4,0.0,44.4,44,43,47.7,52.3,52.3,52.3,30,34,23.3,43.0,76.7,43.0,774,309,85.1,8.1,14.9,8.1,63,62,100.0,38.8,0.0,38.8,232,110,80.2,14.7,19.8,14.7,479,283,85.6,11.6,14.4,11.6,30,28,50.0,50.0,50.0,50.0,0,19,,,,,30,28,50.0,50.0,50.0,50.0,0,19,,,,,2,6,100.0,100.0,0.0,100.0,0,19,,,,,2,6,100.0,100.0,0.0,100.0,0,19,,,,,9605,288,98.4,0.9,1.6,0.9,92.2,3.4,,,,,7.8,3.4,79.0,11.7,21.0,11.7,0.5,0.5,13.5,25.1,86.5,25.1,7.2,3.2,83.9,8.9,16.1,8.9,6.1,,,,,,4.5,,,,,,7.8,,,,,
0600000US4400754640,4400754640,"Pawtucket city, Providence County, Rhode Island",Pawtucket,66560,432,82.3,1.1,17.7,1.1,60.5,1.8,,,,,39.5,1.8,55.2,2.0,44.8,2.0,17.5,1.4,55.7,3.6,44.3,3.6,19.6,1.4,54.9,2.9,45.1,2.9,1.1,0.5,48.0,18.3,52.0,18.3,1.3,0.3,59.3,12.0,40.7,12.0,11630,933,55.7,3.6,44.3,3.6,2529,334,82.4,5.1,17.6,5.1,8531,835,50.5,4.6,49.5,4.6,570,163,16.3,7.6,83.7,7.6,13058,923,54.9,2.9,45.1,2.9,1840,358,87.9,5.2,12.1,5.2,8872,651,54.9,3.4,45.1,3.4,2346,293,29.1,4.8,70.9,4.8,738,316,48.0,18.3,52.0,18.3,87,90,51.7,51.7,48.3,51.7,602,267,49.3,19.3,50.7,19.3,49,35,24.5,25.4,75.5,25.4,889,229,59.3,12.0,40.7,12.0,46,40,100.0,45.4,0.0,45.4,776,214,55.4,12.3,44.6,12.3,67,45,76.1,24.7,23.9,24.7,47750,906,86.8,1.3,13.2,1.3,68.1,1.9,,,,,31.9,1.9,58.6,2.6,41.4,2.6,13.7,1.6,60.6,4.7,39.4,4.7,18.2,1.3,57.1,3.4,42.9,3.4,3.7,,,,,,2.8,,,,,,3.1,,,,,
0600000US4400557880,4400557880,"Portsmouth town, Newport County, Rhode Island",Portsmouth,16588,174,98.3,0.5,1.7,0.5,92.4,1.8,,,,,7.6,1.8,77.5,7.5,22.5,7.5,1.7,1.3,82.3,20.7,17.7,20.7,4.7,1.3,80.6,8.4,19.4,8.4,0.9,0.5,61.3,28.5,38.7,28.5,0.3,0.4,53.8,53.8,46.2,53.8,277,208,82.3,20.7,17.7,20.7,81,110,100.0,33.5,0.0,33.5,159,108,78.0,26.3,22.0,26.3,37,39,62.2,41.6,37.8,41.6,772,223,80.6,8.4,19.4,8.4,59,49,100.0,40.1,0.0,40.1,430,137,78.4,10.8,21.6,10.8,283,138,79.9,15.1,20.1,15.1,155,85,61.3,28.5,38.7,28.5,0,19,,,,,78,67,73.1,36.0,26.9,36.0,77,59,49.4,39.9,50.6,39.9,52,61,53.8,53.8,46.2,53.8,0,19,,,,,52,61,53.8,53.8,46.2,53.8,0,19,,,,,13335,352,98.0,0.6,2.0,0.6,93.0,1.5,,,,,7.0,1.5,71.7,8.4,28.3,8.4,1.5,0.8,75.0,20.9,25.0,20.9,5.5,1.2,70.8,9.8,29.2,9.8,2.9,,,,,,1.4,,,,,,3.2,,,,,
0600000US4400759000,4400759000,"Providence city, Providence County, Rhode Island",Providence,167427,630,77.5,1.0,22.5,1.0,51.6,1.1,,,,,48.4,1.1,53.5,1.5,46.5,1.5,36.1,1.0,51.9,1.8,48.1,1.8,5.9,0.7,67.3,4.6,32.7,4.6,4.8,0.5,44.3,4.5,55.7,4.5,1.5,0.3,67.8,9.3,32.2,9.3,60440,1637,51.9,1.8,48.1,1.8,14820,858,83.8,2.3,16.2,2.3,42520,1161,43.9,2.5,56.1,2.5,3100,331,9.9,4.3,90.1,4.3,9957,1118,67.3,4.6,32.7,4.6,904,280,85.0,10.1,15.0,10.1,6890,906,71.1,6.0,28.9,6.0,2163,346,47.9,7.6,52.1,7.6,8114,801,44.3,4.5,55.7,4.5,901,278,71.4,12.4,28.6,12.4,6675,673,42.6,4.7,57.4,4.7,538,127,19.3,9.0,80.7,9.0,2483,537,67.8,9.3,32.2,9.3,169,108,62.1,34.2,37.9,34.2,1982,432,74.8,8.5,25.2,8.5,332,149,29.2,16.3,70.8,16.3,109152,1739,86.6,0.7,13.4,0.7,65.1,1.2,,,,,34.9,1.2,61.5,1.9,38.5,1.9,25.2,1.0,58.5,2.4,41.5,2.4,9.7,0.7,69.2,3.2,30.8,3.2,4.6,,,,,,3.3,,,,,,3.8,,,,,
0600000US4400961160,4400961160,"Richmond town, Washington County, Rhode Island",Richmond,7377,156,99.7,0.4,0.3,0.4,97.6,1.3,,,,,2.4,1.3,86.7,14.2,13.3,14.2,1.2,0.8,100.0,30.9,0.0,30.9,0.9,0.7,65.7,28.9,34.3,28.9,0.3,0.4,100.0,70.6,0.0,70.6,0.0,0.5,,,,,91,62,100.0,30.9,0.0,30.9,0,17,,,,,91,62,100.0,30.9,0.0,30.9,0,17,,,,,70,54,65.7,28.9,34.3,28.9,0,17,,,,,70,54,65.7,28.9,34.3,28.9,0,17,,,,,19,28,100.0,70.6,0.0,70.6,0,17,,,,,19,28,100.0,70.6,0.0,70.6,0,17,,,,,0,17,,,,,0,17,,,,,0,17,,,,,0,17,,,,,5733,223,99.6,0.5,0.4,0.5,97.3,1.5,,,,,2.7,1.5,84.3,16.4,15.7,16.4,1.1,0.9,100.0,38.5,0.0,38.5,1.6,1.1,73.0,25.6,27.0,25.6,3.8,,,,,,0.0,,,,,,7.2,,,,,
