geoID_long,geoID_short,muni_long,muni_short,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37
0600000US4400764220,4400764220,"Scituate town, Providence County, Rhode Island",Scituate,9962,138,98.3,1.0,1.7,1.0,93.3,2.3,,,,,6.7,2.3,75.0,11.5,25.0,11.5,1.9,1.2,55.0,19.9,45.0,19.9,4.4,1.8,81.2,13.1,18.8,13.1,0.3,0.3,100.0,59.2,0.0,59.2,0.2,0.3,100.0,74.6,0.0,74.6,191,122,55.0,19.9,45.0,19.9,64,53,0.0,38.5,100.0,38.5,118,81,81.4,22.2,18.6,22.2,9,17,100.0,100.0,0.0,100.0,436,181,81.2,13.1,18.8,13.1,47,41,87.2,25.0,12.8,25.0,267,124,95.5,6.7,4.5,6.7,122,100,47.5,29.9,52.5,29.9,27,33,100.0,59.2,0.0,59.2,0,19,,,,,9,16,100.0,100.0,0.0,100.0,18,29,100.0,72.5,0.0,72.5,17,28,100.0,74.6,0.0,74.6,0,19,,,,,0,19,,,,,17,28,100.0,74.6,0.0,74.6,8209,171,99.2,0.8,0.8,0.8,94.0,2.2,,,,,6.0,2.2,87.1,11.7,12.9,11.7,1.5,1.0,82.7,20.9,17.3,20.9,4.4,1.9,88.7,14.8,11.3,14.8,2.6,,,,,,5.2,,,,,,6.1,,,,,
0600000US4400766200,4400766200,"Smithfield town, Providence County, Rhode Island",Smithfield,20786,179,98.6,0.6,1.4,0.6,91.6,1.4,,,,,8.4,1.4,83.2,6.2,16.8,6.2,2.3,0.8,73.5,11.4,26.5,11.4,3.9,0.9,88.2,8.8,11.8,8.8,1.8,0.8,79.6,16.0,20.4,16.0,0.5,0.5,100.0,27.1,0.0,27.1,471,166,73.5,11.4,26.5,11.4,16,15,56.3,53.9,43.8,53.9,423,161,76.6,11.7,23.4,11.7,32,35,40.6,53.4,59.4,53.4,806,183,88.2,8.8,11.8,8.8,59,40,89.8,18.7,10.2,18.7,458,138,93.2,5.1,6.8,5.1,289,105,79.9,22.5,20.1,22.5,367,175,79.6,16.0,20.4,16.0,8,13,100.0,100.0,0.0,100.0,346,176,82.1,15.8,17.9,15.8,13,14,0.0,85.4,100.0,85.4,108,114,100.0,27.1,0.0,27.1,30,35,100.0,56.2,0.0,56.2,69,86,100.0,37.0,0.0,37.0,9,14,100.0,100.0,0.0,100.0,17364,260,98.9,0.6,1.1,0.6,92.7,1.4,,,,,7.3,1.4,84.7,7.6,15.3,7.6,2.2,0.8,79.5,16.8,20.5,16.8,5.0,1.2,87.0,8.4,13.0,8.4,8.3,,,,,,14.0,,,,,,14.7,,,,,
0600000US4400967460,4400967460,"South Kingstown town, Washington County, Rhode Island",South Kingstown,29567,200,99.0,0.4,1.0,0.4,92.3,1.0,,,,,7.7,1.0,86.7,5.1,13.3,5.1,2.6,0.7,95.3,3.9,4.7,3.9,3.1,0.8,87.5,9.5,12.5,9.5,1.5,0.5,69.0,15.0,31.0,15.0,0.4,0.2,94.3,9.6,5.7,9.6,772,211,95.3,3.9,4.7,3.9,96,69,89.6,17.3,10.4,17.3,606,197,95.7,4.4,4.3,4.4,70,66,100.0,36.7,0.0,36.7,929,233,87.5,9.5,12.5,9.5,144,93,88.2,27.9,11.8,27.9,637,171,87.1,10.8,12.9,10.8,148,74,88.5,17.8,11.5,17.8,458,154,69.0,15.0,31.0,15.0,26,29,61.5,55.5,38.5,55.5,432,155,69.4,16.3,30.6,16.3,0,26,,,,,105,62,94.3,9.6,5.7,9.6,4,7,100.0,100.0,0.0,100.0,88,60,94.3,11.3,5.7,11.3,13,15,92.3,19.8,7.7,19.8,24866,426,99.6,0.2,0.4,0.2,93.9,1.0,,,,,6.1,1.0,93.1,4.0,6.9,4.0,2.5,0.8,96.8,3.6,3.2,3.6,3.6,0.8,90.5,6.5,9.5,6.5,9.6,,,,,,10.6,,,,,,13.7,,,,,
0600000US4400570880,4400570880,"Tiverton town, Newport County, Rhode Island",Tiverton,15123,150,98.2,0.8,1.8,0.8,92.2,1.6,,,,,7.8,1.6,77.5,8.0,22.5,8.0,0.9,0.5,91.4,14.4,8.6,14.4,6.3,1.5,74.6,9.4,25.4,9.4,0.5,0.4,80.8,24.6,19.2,24.6,0.2,0.2,100.0,61.6,0.0,61.6,139,81,91.4,14.4,8.6,14.4,38,44,100.0,49.9,0.0,49.9,101,59,88.1,19.5,11.9,19.5,0,19,,,,,950,225,74.6,9.4,25.4,9.4,58,49,100.0,40.4,0.0,40.4,599,183,80.8,10.7,19.2,10.7,293,106,57.0,16.1,43.0,16.1,73,60,80.8,24.6,19.2,24.6,0,19,,,,,60,51,76.7,33.1,23.3,33.1,13,17,100.0,85.4,0.0,85.4,25,29,100.0,61.6,0.0,61.6,15,22,100.0,79.5,0.0,79.5,10,16,100.0,97.3,0.0,97.3,0,19,,,,,12587,264,98.4,0.7,1.6,0.7,92.5,1.6,,,,,7.5,1.6,78.3,8.9,21.7,8.9,0.8,0.5,88.1,19.5,11.9,19.5,6.7,1.5,77.1,9.8,22.9,9.8,4.5,,,,,,6.2,,,,,,9.7,,,,,
0600000US4400173760,4400173760,"Warren town, Bristol County, Rhode Island",Warren,10025,111,96.2,2.0,3.8,2.0,88.7,2.7,,,,,11.3,2.7,66.0,12.2,34.0,12.2,1.2,0.6,71.8,23.0,28.2,23.0,9.3,2.1,69.3,10.3,30.7,10.3,0.3,0.3,23.1,46.2,76.9,46.2,0.6,0.6,19.6,39.6,80.4,39.6,117,57,71.8,23.0,28.2,23.0,9,14,100.0,100.0,0.0,100.0,87,52,75.9,30.6,24.1,30.6,21,23,42.9,28.8,57.1,28.8,932,214,69.3,10.3,30.7,10.3,63,47,100.0,38.8,0.0,38.8,625,180,67.2,12.4,32.8,12.4,244,82,66.8,15.4,33.2,15.4,26,31,23.1,46.2,76.9,46.2,0,19,,,,,26,31,23.1,46.2,76.9,46.2,0,19,,,,,56,62,19.6,39.6,80.4,39.6,0,19,,,,,48,59,14.6,42.6,85.4,42.6,8,19,50.0,50.0,50.0,50.0,8197,252,98.1,1.0,1.9,1.0,90.5,2.2,,,,,9.5,2.2,79.9,9.7,20.1,9.7,0.8,0.5,100.0,37.0,0.0,37.0,8.6,2.1,78.0,10.4,22.0,10.4,2.7,,,,,,2.1,,,,,,2.7,,,,,
0600000US4400374300,4400374300,"Warwick city, Kent County, Rhode Island",Warwick,78082,305,96.6,0.5,3.4,0.5,90.0,1.0,,,,,10.0,1.0,66.1,3.8,33.9,3.8,3.6,0.6,68.4,6.3,31.6,6.3,4.5,0.7,69.2,5.4,30.8,5.4,1.5,0.3,48.9,9.8,51.1,9.8,0.4,0.2,73.8,19.7,26.2,19.7,2830,502,68.4,6.3,31.6,6.3,667,188,89.8,8.7,10.2,8.7,2012,381,63.5,7.0,36.5,7.0,151,69,40.4,25.9,59.6,25.9,3502,550,69.2,5.4,30.8,5.4,452,182,75.2,17.8,24.8,17.8,2196,371,71.2,6.5,28.8,6.5,854,201,60.9,11.9,39.1,11.9,1164,236,48.9,9.8,51.1,9.8,43,41,16.3,25.2,83.7,25.2,976,221,51.6,10.0,48.4,10.0,145,87,40.0,33.0,60.0,33.0,290,158,73.8,19.7,26.2,19.7,28,34,92.9,37.3,7.1,37.3,222,151,77.0,22.9,23.0,22.9,40,35,42.5,38.5,57.5,38.5,65464,574,97.5,0.4,2.5,0.4,91.9,0.9,,,,,8.1,0.9,69.1,4.0,30.9,4.0,2.7,0.5,67.5,6.4,32.5,6.4,5.4,0.6,69.8,5.0,30.2,5.0,4.2,,,,,,4.0,,,,,,5.7,,,,,
0600000US4400377720,4400377720,"West Greenwich town, Kent County, Rhode Island",West Greenwich,5777,134,99.3,0.7,0.7,0.7,96.2,2.2,,,,,3.8,2.2,81.7,13.9,18.3,13.9,1.0,0.9,100.0,40.4,0.0,40.4,1.6,1.6,90.2,11.5,9.8,11.5,1.2,1.3,55.1,32.3,44.9,32.3,0.0,0.6,,,,,58,51,100.0,40.4,0.0,40.4,0,17,,,,,58,51,100.0,40.4,0.0,40.4,0,17,,,,,92,95,90.2,11.5,9.8,11.5,17,29,100.0,74.6,0.0,74.6,75,71,88.0,15.6,12.0,15.6,0,17,,,,,69,73,55.1,32.3,44.9,32.3,10,18,100.0,97.3,0.0,97.3,59,59,47.5,40.3,52.5,40.3,0,17,,,,,0,17,,,,,0,17,,,,,0,17,,,,,0,17,,,,,4386,177,99.6,0.6,0.4,0.6,96.6,2.0,,,,,3.4,2.0,89.1,16.9,10.9,16.9,1.3,1.2,100.0,40.4,0.0,40.4,2.0,1.6,82.0,26.2,18.0,26.2,5.0,,,,,,0.0,,,,,,10.0,,,,,
0600000US4400378440,4400378440,"West Warwick town, Kent County, Rhode Island",West Warwick,27323,272,95.7,1.3,4.3,1.3,88.3,2.1,,,,,11.7,2.1,63.0,8.1,37.0,8.1,3.2,1.4,50.3,18.9,49.7,18.9,6.2,1.6,71.6,7.9,28.4,7.9,1.8,1.0,60.6,10.5,39.4,10.5,0.5,0.5,48.1,29.0,51.9,29.0,876,386,50.3,18.9,49.7,18.9,201,188,37.3,54.4,62.7,54.4,595,263,55.1,21.5,44.9,21.5,80,62,47.5,37.0,52.5,37.0,1681,439,71.6,7.9,28.4,7.9,165,172,100.0,19.0,0.0,19.0,1007,278,78.6,8.9,21.4,8.9,509,145,48.3,14.1,51.7,14.1,498,282,60.6,10.5,39.4,10.5,47,57,100.0,44.9,0.0,44.9,386,221,58.5,14.0,41.5,14.0,65,54,44.6,45.0,55.4,45.0,135,131,48.1,29.0,51.9,29.0,35,58,100.0,52.0,0.0,52.0,100,86,30.0,41.1,70.0,41.1,0,23,,,,,22470,437,96.6,1.0,3.4,1.0,90.1,1.8,,,,,9.9,1.8,66.1,6.8,33.9,6.8,2.4,1.1,57.6,16.1,42.4,16.1,7.5,1.6,68.8,7.2,31.2,7.2,3.0,,,,,,2.1,,,,,,2.1,,,,,
0600000US4400977000,4400977000,"Westerly town, Washington County, Rhode Island",Westerly,21317,277,96.1,1.1,3.9,1.1,89.9,2.2,,,,,10.1,2.2,61.4,8.2,38.6,8.2,1.6,0.8,91.4,6.6,8.6,6.6,6.2,1.8,68.8,10.2,31.2,10.2,2.1,1.1,17.8,10.7,82.2,10.7,0.2,0.2,43.8,56.2,56.3,56.3,348,175,91.4,6.6,8.6,6.6,71,51,78.9,21.0,21.1,21.0,239,133,100.0,13.6,0.0,13.6,38,48,60.5,23.6,39.5,23.6,1329,376,68.8,10.2,31.2,10.2,184,139,85.9,22.4,14.1,22.4,665,248,77.6,11.6,22.4,11.6,480,158,50.0,18.7,50.0,18.7,450,245,17.8,10.7,82.2,10.7,54,44,20.4,31.3,79.6,31.3,340,202,16.8,10.6,83.2,10.6,56,61,21.4,23.2,78.6,23.2,32,32,43.8,56.2,56.3,56.3,25,28,56.0,56.0,44.0,56.0,0,23,,,,,7,16,0.0,100.0,100.0,100.0,17604,344,97.2,1.0,2.8,1.0,92.1,1.7,,,,,7.9,1.7,64.0,10.5,36.0,10.5,1.3,0.8,93.6,9.6,6.4,9.6,6.5,1.5,58.0,12.4,42.0,12.4,3.2,,,,,,3.4,,,,,,7.5,,,,,
0600000US4400780780,4400780780,"Woonsocket city, Providence County, Rhode Island",Woonsocket,38013,412,91.5,1.1,8.5,1.1,75.4,2.2,,,,,24.6,2.2,65.3,3.9,34.7,3.9,9.9,1.6,65.6,7.6,34.4,7.6,8.2,1.0,73.3,5.4,26.7,5.4,5.8,1.5,55.8,8.3,44.2,8.3,0.7,0.5,44.9,13.8,55.1,13.8,3769,610,65.6,7.6,34.4,7.6,1083,272,89.3,6.9,10.7,6.9,2617,428,57.1,8.4,42.9,8.4,69,56,13.0,23.5,87.0,23.5,3136,394,73.3,5.4,26.7,5.4,108,89,64.8,39.6,35.2,39.6,1436,302,68.9,8.4,31.1,8.4,1592,220,77.8,6.2,22.2,6.2,2188,548,55.8,8.3,44.2,8.3,531,216,97.6,7.1,2.4,7.1,1548,402,45.4,8.9,54.6,8.9,109,84,0.0,26.9,100.0,26.9,256,176,44.9,13.8,55.1,13.8,76,81,67.1,45.1,32.9,45.1,124,72,38.7,21.4,61.3,21.4,56,69,28.6,53.3,71.4,53.3,29245,772,93.0,1.0,7.0,1.0,79.9,1.9,,,,,20.1,1.9,65.0,4.3,35.0,4.3,8.0,1.4,61.4,7.6,38.6,7.6,12.1,1.4,67.3,5.1,32.7,5.1,3.4,,,,,,2.6,,,,,,2.9,,,,,
