distcode,distname,schcode,schname,total,GPK,GPF,GKG,GKF,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12
35,Warwick,35130,Warwick Veterans Memorial HS,809,0,0,0,0,0,0,0,0,0,0,0,0,217,193,181,218
35,Warwick,35131,Cedar Hill School,369,0,0,35,0,53,43,55,64,51,68,0,0,0,0,0,0
35,Warwick,35132,Park School,262,0,0,32,0,41,39,40,36,33,41,0,0,0,0,0,0
35,Warwick,35133,Warwick Neck School,294,0,0,43,0,33,41,39,44,53,41,0,0,0,0,0,0
35,Warwick,35134,Pilgrim High School,969,0,0,0,0,0,0,0,0,0,0,0,0,270,236,225,238
35,Warwick,35135,Harold F. Scott School,272,0,0,34,0,35,39,34,43,44,43,0,0,0,0,0,0
35,Warwick,35136,Cottrell F. Hoxsie School,313,0,0,0,46,48,56,43,33,44,43,0,0,0,0,0,0
35,Warwick,35137,Drum Rock Early Childhood Center,185,140,22,0,23,0,0,0,0,0,0,0,0,0,0,0,0
35,Warwick,35138,Toll Gate High School,959,0,0,0,0,0,0,0,0,0,0,0,0,280,206,232,241
35,Warwick,35139,Winman Junior High School,488,0,0,0,0,0,0,0,0,0,0,244,244,0,0,0,0
35,Warwick,35190,Warwick Public Schools,131,0,0,0,0,1,0,0,4,5,8,4,10,12,25,25,37
36,Westerly,36,Westerly,2908,0,92,0,190,217,214,228,219,214,235,212,215,229,208,214,221
36,Westerly,36101,Bradford Elementary School,176,0,92,0,18,18,18,14,16,0,0,0,0,0,0,0,0
36,Westerly,36103,Westerly Middle School,867,0,0,0,0,0,0,0,0,213,232,208,214,0,0,0,0
36,Westerly,36104,Westerly High School,851,0,0,0,0,0,0,0,0,0,0,0,0,227,201,205,218
36,Westerly,36106,State Street School,356,0,0,0,68,68,78,75,67,0,0,0,0,0,0,0,0
36,Westerly,36109,Dunn's Corners School,283,0,0,0,51,56,53,64,59,0,0,0,0,0,0,0,0
36,Westerly,36111,Springbrook Elementary School,338,0,0,0,53,74,64,72,75,0,0,0,0,0,0,0,0
36,Westerly,36190,Westerly Public Schools,37,0,0,0,0,1,1,3,2,1,3,4,1,2,7,9,3
38,West Warwick,38,West Warwick,3485,55,7,0,273,288,275,318,249,259,227,269,246,326,263,211,219
38,West Warwick,38104,John F. Horgan Elementary School,528,0,0,0,113,109,107,99,100,0,0,0,0,0,0,0,0
38,West Warwick,38105,Maisie E. Quinn Elementary School,58,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,West Warwick,38106,West Warwick Senior High School,992,0,0,0,0,0,0,0,0,0,0,0,0,324,256,199,213
38,West Warwick,38107,John F. Deering Middle School,1000,0,0,0,0,0,0,0,0,259,226,269,246,0,0,0,0
38,West Warwick,38109,Greenbush Elementary School,469,0,0,0,89,110,97,99,74,0,0,0,0,0,0,0,0
38,West Warwick,38111,Wakefield Hills Elementary School,408,1,3,0,71,69,71,119,74,0,0,0,0,0,0,0,0
38,West Warwick,38190,W. Warwick Public Schools,30,0,0,0,0,0,0,1,1,0,1,0,0,2,7,12,6
39,Woonsocket,39,Woonsocket,5908,64,0,0,476,523,511,536,487,459,412,458,442,475,339,344,382
39,Woonsocket,39101,Harris School,400,0,0,0,72,75,65,70,54,64,0,0,0,0,0,0,0
39,Woonsocket,39110,Governor Aram J. Pothier School,528,64,0,0,140,172,149,3,0,0,0,0,0,0,0,0,0
39,Woonsocket,39115,Woonsocket Middle School,1276,0,0,0,0,0,0,0,0,0,407,445,424,0,0,0,0
39,Woonsocket,39117,Citizens Memorial School,397,0,0,0,0,0,0,158,127,112,0,0,0,0,0,0,0
39,Woonsocket,39118,Bernon Heights School,463,0,0,0,73,75,69,89,85,72,0,0,0,0,0,0,0
39,Woonsocket,39119,Globe Park School,496,0,0,0,71,80,102,67,87,89,0,0,0,0,0,0,0
39,Woonsocket,39120,Leo A. Savoie School,453,0,0,0,73,68,71,86,77,78,0,0,0,0,0,0,0
39,Woonsocket,39123,Woonsocket High School,1486,0,0,0,0,0,0,0,0,0,0,0,0,466,332,322,366
39,Woonsocket,39128,Kevin K. Coleman Elementary School,292,0,0,0,47,51,52,53,52,37,0,0,0,0,0,0,0
39,Woonsocket,39190,Woonsocket Public Schools,117,0,0,0,0,2,3,10,5,7,5,13,18,9,7,22,16
40,Davies Career and Tech,17701,Wm. M. Davies Jr. Career-Technical  High School,809,0,0,0,0,0,0,0,0,0,0,0,0,238,206,170,195
40,Davies Career and Tech,40,Davies Career and Tech,809,0,0,0,0,0,0,0,0,0,0,0,0,238,206,170,195
41,Achievement First Rhode Island,28609,Achievement First Providence Mayoral Academy,351,0,0,0,82,86,92,91,0,0,0,0,0,0,0,0,0
41,Achievement First Rhode Island,28614,Achievement First Iluminar Mayoral Academy,169,0,0,0,84,85,0,0,0,0,0,0,0,0,0,0,0
41,Achievement First Rhode Island,41,Achievement First Rhode Island,520,0,0,0,166,171,92,91,0,0,0,0,0,0,0,0,0
42,Sheila Skip Nowell Leadership Academy,04603,Sheila Skip Nowell Leadership Academy (Central Cam,67,0,0,0,0,0,0,0,0,0,0,0,0,20,12,14,21
42,Sheila Skip Nowell Leadership Academy,28610,Sheila Skip Nowell Leadership Academy (Capital Cam,90,0,0,0,0,0,0,0,0,0,0,0,0,19,21,27,23
42,Sheila Skip Nowell Leadership Academy,42,Sheila Skip Nowell Leadership Academy,157,0,0,0,0,0,0,0,0,0,0,0,0,39,33,41,44
43,SouthSide Charter School,28611,SouthSide Elementary Charter School,48,0,0,0,25,23,0,0,0,0,0,0,0,0,0,0,0
43,SouthSide Charter School,43,SouthSide Charter School,48,0,0,0,25,23,0,0,0,0,0,0,0,0,0,0,0
46,Segue Institute for Learning,04602,Segue Institute for Learning,238,0,0,0,0,0,0,0,0,0,79,81,78,0,0,0,0
46,Segue Institute for Learning,46,Segue Institute for Learning,238,0,0,0,0,0,0,0,0,0,79,81,78,0,0,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",08601,Blackstone Valley Prep Elementary School,413,0,0,0,82,82,83,83,83,0,0,0,0,0,0,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",08602,Blackstone Valley Prep Middle School,331,0,0,0,0,0,0,0,0,84,83,83,81,0,0,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",08603,Blackstone Valley Prep Elementary 2 School,410,0,0,0,81,81,83,81,84,0,0,0,0,0,0,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",08604,Blackstone Valley Prep High School,184,0,0,0,0,0,0,0,0,0,0,0,0,90,94,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",08605,Blackstone Valley Prep Elementary 3 School,56,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",47,"Blackstone Valley Prep, A RI Mayoral Academy",1397,0,0,0,220,163,166,164,167,84,84,83,82,90,94,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",47190,Blackstone Valley Prep Admin School,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
48,Highlander,28601,Highlander Charter School,458,0,23,0,32,35,36,36,36,36,37,58,40,31,37,21,0
48,Highlander,48,Highlander,458,0,23,0,32,35,36,36,36,36,37,58,40,31,37,21,0
49,Urban Collaborative,28167,Urban Collaborative Accelerated Program,141,0,0,0,0,0,0,0,0,0,0,36,83,22,0,0,0
49,Urban Collaborative,49,Urban Collaborative,141,0,0,0,0,0,0,0,0,0,0,36,83,22,0,0,0
50,R.I. Sch for the Deaf,28702,Rhode Island School for the Deaf,63,0,4,0,2,4,2,1,7,4,7,5,3,2,5,7,10
50,R.I. Sch for the Deaf,50,R.I. Sch for the Deaf,63,0,4,0,2,4,2,1,7,4,7,5,3,2,5,7,10
51,Paul Cuffee Charter Sch,28602,Paul Cuffee Charter School,786,0,0,0,57,55,57,56,57,55,60,60,60,81,60,63,65
51,Paul Cuffee Charter Sch,51,Paul Cuffee Charter Sch,786,0,0,0,57,55,57,56,57,55,60,60,60,81,60,63,65
52,Kingston Hill Academy,32601,Kingston Hill Academy,183,0,0,0,40,40,41,21,21,20,0,0,0,0,0,0,0
52,Kingston Hill Academy,52,Kingston Hill Academy,185,0,0,0,40,40,41,21,21,22,0,0,0,0,0,0,0
52,Kingston Hill Academy,52190,Kingston Hill Admin School,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
53,International Charter,26601,International Charter School,342,0,0,0,65,57,56,58,55,51,0,0,0,0,0,0,0
53,International Charter,53,International Charter,342,0,0,0,65,57,56,58,55,51,0,0,0,0,0,0,0
54,Blackstone Academy,26602,Blackstone Academy Charter School,247,0,0,0,0,0,0,0,0,0,0,0,0,78,74,48,47
54,Blackstone Academy,54,Blackstone Academy,247,0,0,0,0,0,0,0,0,0,0,0,0,78,74,48,47
55,The Compass School,23601,The Compass School,164,0,0,0,17,17,19,19,19,18,20,17,18,0,0,0,0
55,The Compass School,55,The Compass School,164,0,0,0,17,17,19,19,19,18,20,17,18,0,0,0,0
58,Beacon Charter School,39601,BEACON Charter School,232,0,0,0,0,0,0,0,0,0,0,0,0,57,60,57,58
58,Beacon Charter School,39603,Founders Academy,44,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
58,Beacon Charter School,58,Beacon Charter School,276,0,0,0,0,0,0,0,0,0,44,0,0,57,60,57,58
59,Learning Community,04601,The Learning Community Charter School,556,0,0,0,63,63,63,63,63,64,60,58,59,0,0,0,0
59,Learning Community,59,Learning Community,557,0,0,0,63,63,63,63,63,64,60,59,59,0,0,0,0
59,Learning Community,59190,Learning Community Admin School,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,MET Career and Tech,28703,Metropolitan Regional Career and Technical Center,810,0,0,0,0,0,0,0,0,0,0,0,0,186,219,208,197
60,MET Career and Tech,60,MET Career and Tech,810,0,0,0,0,0,0,0,0,0,0,0,0,186,219,208,197
61,Trinity Academy for the Performing Arts,28606,Trinity Academy for the Performing Arts,208,0,0,0,0,0,0,0,0,0,0,40,45,40,32,27,24
61,Trinity Academy for the Performing Arts,61,Trinity Academy for the Performing Arts,208,0,0,0,0,0,0,0,0,0,0,40,45,40,32,27,24
62,The Greene School,62,The Greene School,166,0,0,0,0,0,0,0,0,0,0,0,0,43,46,42,35
62,The Greene School,97601,The Greene School,166,0,0,0,0,0,0,0,0,0,0,0,0,43,46,42,35
63,Rhode Island Nurses Institute Middle College,28607,RI Nurses Institute Middle College Charter High Sc,193,0,0,0,0,0,0,0,0,0,0,0,0,0,38,61,94
63,Rhode Island Nurses Institute Middle College,63,Rhode Island Nurses Institute Middle College,193,0,0,0,0,0,0,0,0,0,0,0,0,0,38,61,94
64,Village Green Virtual,28608,Village Green Virtual Charter School,208,0,0,0,0,0,0,0,0,0,0,0,0,52,34,64,58
64,Village Green Virtual,64,Village Green Virtual,208,0,0,0,0,0,0,0,0,0,0,0,0,52,34,64,58
67,DCYF,07702,DCYF Alternative Education Program,65,0,0,0,0,0,0,0,0,0,0,0,3,16,14,20,12
67,DCYF,67,DCYF,65,0,0,0,0,0,0,0,0,0,0,0,3,16,14,20,12
68,The Hope Academy,28613,The Hope Academy,72,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0
68,The Hope Academy,68,The Hope Academy,72,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0
79,RISE Prep Mayoral Academy,39602,RISE Prep Mayoral Academy,48,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
79,RISE Prep Mayoral Academy,79,RISE Prep Mayoral Academy,48,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
96,Bristol Warren,96,Bristol Warren,3328,44,0,0,244,238,290,243,305,268,233,288,243,266,238,198,230
96,Bristol Warren,96104,Guiteras School,303,0,0,0,42,42,55,44,59,61,0,0,0,0,0,0,0
96,Bristol Warren,96105,Colt Andrews School,368,0,0,0,58,58,63,58,64,67,0,0,0,0,0,0,0
96,Bristol Warren,96106,Rockwell School,278,0,0,0,46,42,46,44,49,51,0,0,0,0,0,0,0
96,Bristol Warren,96107,Mt. Hope High School,912,0,0,0,0,0,0,0,0,0,0,0,0,262,231,195,224
96,Bristol Warren,96112,Kickemuit Middle School,753,0,0,0,0,0,0,0,0,0,231,284,238,0,0,0,0
96,Bristol Warren,96113,Hugh Cole School,674,44,0,0,98,96,126,95,127,88,0,0,0,0,0,0,0
96,Bristol Warren,96190,Bristol Warren  Public Schools,40,0,0,0,0,0,0,2,6,1,2,4,5,4,7,3,6
97,Exeter-West Greenwich,97,Exeter-West Greenwich,1638,57,0,0,112,100,101,89,116,115,131,155,137,118,133,131,143
97,Exeter-West Greenwich,97101,Wawaloam School,313,0,0,0,112,100,101,0,0,0,0,0,0,0,0,0,0
97,Exeter-West Greenwich,97102,Mildred E. Lineham School,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Exeter-West Greenwich,97103,Metcalf School,447,0,0,0,0,0,0,89,115,114,129,0,0,0,0,0,0
97,Exeter-West Greenwich,97105,Exeter-West Greenwich Regional  Junior High,290,0,0,0,0,0,0,0,0,0,0,154,136,0,0,0,0
97,Exeter-West Greenwich,97106,Exeter-West Greenwich Regional High School,508,0,0,0,0,0,0,0,0,0,0,0,0,114,129,128,137
97,Exeter-West Greenwich,97190,Exeter-W. Greenwich Schools,23,0,0,0,0,0,0,0,1,1,2,1,1,4,4,3,6
98,Chariho,98,Chariho,3237,83,0,0,173,200,241,204,231,209,250,251,251,279,294,304,267
98,Chariho,98101,Chariho Regional High School,1105,0,0,0,0,0,0,0,0,0,0,0,0,268,281,295,261
98,Chariho,98103,Chariho Regional Middle School,944,0,0,0,0,0,0,0,0,208,248,247,241,0,0,0,0
98,Chariho,98104,Charlestown Elementary School,277,0,0,0,42,59,61,46,69,0,0,0,0,0,0,0,0
98,Chariho,98105,Richmond Elementary School,417,21,0,0,60,64,91,95,86,0,0,0,0,0,0,0,0
98,Chariho,98106,Ashaway Elementary School,197,0,0,0,37,41,49,36,34,0,0,0,0,0,0,0,0
98,Chariho,98107,Hope Valley Elementary School,238,62,0,0,33,36,39,26,42,0,0,0,0,0,0,0,0
98,Chariho,98108,The R.Y.S.E. School,55,0,0,0,0,0,1,1,0,1,2,4,9,11,13,8,5
98,Chariho,98190,Chariho Regional District,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
99,Foster-Glocester,99,Foster-Glocester,1155,0,0,0,0,0,0,0,0,0,161,160,149,190,168,141,186
99,Foster-Glocester,99101,Ponaganset Middle School,470,0,0,0,0,0,0,0,0,0,161,160,149,0,0,0,0
99,Foster-Glocester,99102,Ponaganset High School,685,0,0,0,0,0,0,0,0,0,0,0,0,190,168,141,186
