distcode,distname,schcode,schname,total,GPK,GPF,GKG,GKF,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12
35,Warwick,35123,Lippitt School,232,0,0,44,0,31,34,36,29,30,28,0,0,0,0,0,0
35,Warwick,35124,Randall Holden School,238,0,0,34,0,42,32,26,27,44,33,0,0,0,0,0,0
35,Warwick,35125,Francis School,245,0,0,0,23,37,25,43,42,45,30,0,0,0,0,0,0
35,Warwick,35127,Sherman School,363,0,0,34,0,52,50,55,52,59,61,0,0,0,0,0,0
35,Warwick,35128,Holliman School,290,0,0,32,0,42,36,43,49,47,41,0,0,0,0,0,0
35,Warwick,35129,John Wickes School,346,0,0,35,17,51,49,46,53,49,46,0,0,0,0,0,0
35,Warwick,35130,Warwick Veterans Memorial HS,834,0,0,0,0,0,0,0,0,0,0,0,0,216,177,241,200
35,Warwick,35131,Cedar Hill School,394,0,0,41,0,41,54,63,50,74,71,0,0,0,0,0,0
35,Warwick,35132,Park School,260,0,0,34,0,40,38,39,45,41,23,0,0,0,0,0,0
35,Warwick,35133,Warwick Neck School,277,0,0,0,25,32,37,44,53,37,49,0,0,0,0,0,0
35,Warwick,35134,Pilgrim High School,967,0,0,0,0,0,0,0,0,0,0,0,0,247,232,241,247
35,Warwick,35135,Harold F. Scott School,260,0,0,0,25,38,32,43,40,43,39,0,0,0,0,0,0
35,Warwick,35136,Cottrell F. Hoxsie School,311,0,0,41,0,56,39,40,42,42,51,0,0,0,0,0,0
35,Warwick,35137,Drum Rock Early Childhood Center,206,181,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
35,Warwick,35138,Toll Gate High School,952,0,0,0,0,0,0,0,0,0,0,0,0,225,247,242,238
35,Warwick,35139,Winman Junior High School,530,0,0,0,0,0,0,0,0,0,0,249,281,0,0,0,0
35,Warwick,35190,Warwick Public Schools,136,0,0,0,0,1,0,2,7,5,3,8,7,21,23,26,33
36,Westerly,36,Westerly,"3,022",0,90,0,217,216,223,220,214,233,214,210,235,226,223,230,271
36,Westerly,36101,Bradford Elementary School,201,0,90,0,28,21,21,19,22,0,0,0,0,0,0,0,0
36,Westerly,36103,Westerly Middle School,882,0,0,0,0,0,0,0,0,232,209,208,233,0,0,0,0
36,Westerly,36104,Westerly High School,912,0,0,0,0,0,0,0,0,0,0,0,0,220,219,226,247
36,Westerly,36106,State Street School,372,0,0,0,79,82,81,65,65,0,0,0,0,0,0,0,0
36,Westerly,36109,Dunn's Corners School,277,0,0,0,53,53,54,56,61,0,0,0,0,0,0,0,0
36,Westerly,36111,Springbrook Elementary School,323,0,0,0,56,60,66,76,65,0,0,0,0,0,0,0,0
36,Westerly,36190,Westerly Public Schools,55,0,0,0,1,0,1,4,1,1,5,2,2,6,4,4,24
38,West Warwick,38,West Warwick,"3,417",45,15,0,295,287,302,250,254,232,259,243,261,302,238,232,202
38,West Warwick,38104,John F. Horgan Elementary School,534,0,1,0,115,116,121,100,81,0,0,0,0,0,0,0,0
38,West Warwick,38105,Maisie E. Quinn Elementary School,53,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,West Warwick,38106,West Warwick Senior High School,952,0,0,0,0,0,0,0,0,0,0,0,0,300,231,224,197
38,West Warwick,38107,John F. Deering Middle School,994,0,0,0,0,0,0,0,0,232,259,243,260,0,0,0,0
38,West Warwick,38109,Greenbush Elementary School,463,0,0,0,92,99,94,80,98,0,0,0,0,0,0,0,0
38,West Warwick,38111,Wakefield Hills Elementary School,395,0,6,0,88,71,86,70,74,0,0,0,0,0,0,0,0
38,West Warwick,38190,W. Warwick Public Schools,26,0,0,0,0,1,1,0,1,0,0,0,1,2,7,8,5
39,Woonsocket,39,Woonsocket,"5,995",53,3,0,523,533,550,487,464,455,470,441,412,450,376,384,394
39,Woonsocket,39101,Harris School,424,0,0,0,72,69,74,78,58,73,0,0,0,0,0,0,0
39,Woonsocket,39110,Governor Aram J. Pothier School,527,53,3,0,179,169,123,0,0,0,0,0,0,0,0,0,0
39,Woonsocket,39115,Woonsocket Middle School,"1,286",0,0,0,0,0,0,0,0,0,462,427,397,0,0,0,0
39,Woonsocket,39117,Citizens Memorial School,417,0,0,0,0,0,44,134,119,120,0,0,0,0,0,0,0
39,Woonsocket,39118,Bernon Heights School,469,0,0,0,76,76,93,80,73,71,0,0,0,0,0,0,0
39,Woonsocket,39119,Globe Park School,497,0,0,0,78,107,80,73,80,79,0,0,0,0,0,0,0
39,Woonsocket,39120,Leo A. Savoie School,406,0,0,0,69,61,77,70,74,55,0,0,0,0,0,0,0
39,Woonsocket,39123,Woonsocket High School,"1,556",0,0,0,0,0,0,0,0,0,0,0,0,446,360,375,375
39,Woonsocket,39128,Kevin K. Coleman Elementary School,305,0,0,0,48,50,50,51,55,51,0,0,0,0,0,0,0
39,Woonsocket,39190,Woonsocket Public Schools,108,0,0,0,1,1,9,1,5,6,8,14,15,4,16,9,19
40,Davies Career and Tech,17701,Wm. M. Davies Jr. Career-Technical  High School,826,0,0,0,0,0,0,0,0,0,0,0,0,232,178,211,205
40,Davies Career and Tech,40,Davies Career and Tech,826,0,0,0,0,0,0,0,0,0,0,0,0,232,178,211,205
41,Achievement First Rhode Island,28609,Achievement First Providence Mayoral Academy,272,0,0,0,90,90,92,0,0,0,0,0,0,0,0,0,0
41,Achievement First Rhode Island,41,Achievement First Rhode Island,272,0,0,0,90,90,92,0,0,0,0,0,0,0,0,0,0
42,Sheila Skip Nowell Leadership Academy,04603,Sheila Skip Nowell Leadership Academy (I),79,0,0,0,0,0,0,0,0,0,0,0,0,19,9,30,21
42,Sheila Skip Nowell Leadership Academy,28610,Sheila Skip Nowell Leadership Academy (II),81,0,0,0,0,0,0,0,0,0,0,0,0,12,18,40,11
42,Sheila Skip Nowell Leadership Academy,42,Sheila Skip Nowell Leadership Academy,160,0,0,0,0,0,0,0,0,0,0,0,0,31,27,70,32
43,SouthSide Charter School,28611,SouthSide Elementary Charter School,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
43,SouthSide Charter School,43,SouthSide Charter School,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
46,Segue Institute for Learning,04602,Segue Institute for Learning,240,0,0,0,0,0,0,0,0,0,80,80,80,0,0,0,0
46,Segue Institute for Learning,46,Segue Institute for Learning,240,0,0,0,0,0,0,0,0,0,80,80,80,0,0,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",08601,Blackstone Valley Prep Elementary School,418,0,0,0,86,81,84,83,84,0,0,0,0,0,0,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",08602,Blackstone Valley Prep Middle School,332,0,0,0,0,0,0,0,0,84,83,78,87,0,0,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",08603,Blackstone Valley Prep Elementary 2 School,327,0,0,0,81,85,80,81,0,0,0,0,0,0,0,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",08604,Blackstone Valley Prep High School,97,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0
47,"Blackstone Valley Prep, A RI Mayoral Academy",47,"Blackstone Valley Prep, A RI Mayoral Academy","1,174",0,0,0,167,166,164,164,84,84,83,78,87,97,0,0,0
48,Highlander,28601,Highlander Charter School,393,0,12,0,32,36,36,36,36,37,36,36,35,39,22,0,0
48,Highlander,48,Highlander,393,0,12,0,32,36,36,36,36,37,36,36,35,39,22,0,0
49,Urban Collaborative,28167,Urban Collaborative Accelerated Program,139,0,0,0,0,0,0,0,0,0,0,34,93,12,0,0,0
49,Urban Collaborative,49,Urban Collaborative,139,0,0,0,0,0,0,0,0,0,0,34,93,12,0,0,0
50,R.I. Sch for the Deaf,28702,Rhode Island School for the Deaf,63,0,2,0,3,3,1,6,4,8,4,2,3,3,6,4,14
50,R.I. Sch for the Deaf,50,R.I. Sch for the Deaf,63,0,2,0,3,3,1,6,4,8,4,2,3,3,6,4,14
51,Paul Cuffee Charter Sch,28602,Paul Cuffee Charter School,779,0,0,0,57,57,57,57,56,57,60,60,60,62,66,69,61
51,Paul Cuffee Charter Sch,51,Paul Cuffee Charter Sch,779,0,0,0,57,57,57,57,56,57,60,60,60,62,66,69,61
52,Kingston Hill Academy,32601,Kingston Hill Academy,188,0,0,0,44,44,22,22,34,22,0,0,0,0,0,0,0
52,Kingston Hill Academy,52,Kingston Hill Academy,189,0,0,0,44,44,22,22,35,22,0,0,0,0,0,0,0
52,Kingston Hill Academy,52190,Kingston Hill Admin School,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,International Charter,26601,International Charter School,325,0,0,0,56,54,57,56,50,52,0,0,0,0,0,0,0
53,International Charter,53,International Charter,325,0,0,0,56,54,57,56,50,52,0,0,0,0,0,0,0
54,Blackstone Academy,26602,Blackstone Academy Charter School,171,0,0,0,0,0,0,0,0,0,0,0,0,42,46,44,39
54,Blackstone Academy,54,Blackstone Academy,171,0,0,0,0,0,0,0,0,0,0,0,0,42,46,44,39
55,The Compass School,23601,The Compass School,167,0,0,0,16,18,19,20,19,20,18,20,17,0,0,0,0
55,The Compass School,55,The Compass School,167,0,0,0,16,18,19,20,19,20,18,20,17,0,0,0,0
58,Beacon Charter School,39601,BEACON Charter School,230,0,0,0,0,0,0,0,0,0,0,0,0,58,59,60,53
58,Beacon Charter School,58,Beacon Charter School,230,0,0,0,0,0,0,0,0,0,0,0,0,58,59,60,53
59,Learning Community,04601,The Learning Community Charter School,561,0,0,0,62,63,63,63,63,61,65,59,62,0,0,0,0
59,Learning Community,59,Learning Community,561,0,0,0,62,63,63,63,63,61,65,59,62,0,0,0,0
60,MET Career and Tech,28703,Metropolitan Regional Career and Technical Center,837,0,0,0,0,0,0,0,0,0,0,0,0,214,195,206,222
60,MET Career and Tech,60,MET Career and Tech,837,0,0,0,0,0,0,0,0,0,0,0,0,214,195,206,222
61,Trinity Academy for the Performing Arts,28606,Trinity Academy for the Performing Arts,174,0,0,0,0,0,0,0,0,0,0,38,38,38,29,31,0
61,Trinity Academy for the Performing Arts,61,Trinity Academy for the Performing Arts,174,0,0,0,0,0,0,0,0,0,0,38,38,38,29,31,0
62,The Greene School,62,The Greene School,167,0,0,0,0,0,0,0,0,0,0,0,0,48,48,41,30
62,The Greene School,97601,The Greene School,167,0,0,0,0,0,0,0,0,0,0,0,0,48,48,41,30
63,Rhode Island Nurses Institute Middle College,28607,RI Nurses Institute Middle College Charter High Sc,218,0,0,0,0,0,0,0,0,0,0,0,0,0,49,69,100
63,Rhode Island Nurses Institute Middle College,63,Rhode Island Nurses Institute Middle College,218,0,0,0,0,0,0,0,0,0,0,0,0,0,49,69,100
64,Village Green Virtual,28608,Village Green Virtual Charter School,166,0,0,0,0,0,0,0,0,0,0,0,0,35,80,51,0
64,Village Green Virtual,64,Village Green Virtual,166,0,0,0,0,0,0,0,0,0,0,0,0,35,80,51,0
67,DCYF,07702,DCYF Alternative Education Program,75,0,0,0,0,0,0,0,0,0,0,2,1,8,24,23,17
67,DCYF,67,DCYF,75,0,0,0,0,0,0,0,0,0,0,2,1,8,24,23,17
68,The Hope Academy,28613,The Hope Academy,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
68,The Hope Academy,68,The Hope Academy,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
96,Bristol Warren,96,Bristol Warren,"3,358",48,0,0,253,282,244,301,259,244,292,239,248,265,229,228,226
96,Bristol Warren,96104,Guiteras School,308,0,0,0,47,54,45,62,54,46,0,0,0,0,0,0,0
96,Bristol Warren,96105,Colt Andrews School,374,0,0,0,59,67,60,67,67,54,0,0,0,0,0,0,0
96,Bristol Warren,96106,Rockwell School,270,0,0,0,40,40,43,46,48,53,0,0,0,0,0,0,0
96,Bristol Warren,96107,Mt. Hope High School,928,0,0,0,0,0,0,0,0,0,0,0,0,263,224,222,219
96,Bristol Warren,96112,Kickemuit Middle School,770,0,0,0,0,0,0,0,0,0,289,237,244,0,0,0,0
96,Bristol Warren,96113,Hugh Cole School,669,48,0,0,107,121,95,121,88,89,0,0,0,0,0,0,0
96,Bristol Warren,96190,Bristol Warren  Public Schools,39,0,0,0,0,0,1,5,2,2,3,2,4,2,5,6,7
97,Exeter-West Greenwich,97,Exeter-West Greenwich,"1,645",43,0,0,101,101,86,109,114,129,153,137,132,134,137,129,140
97,Exeter-West Greenwich,97101,Wawaloam School,288,0,0,0,101,101,86,0,0,0,0,0,0,0,0,0,0
97,Exeter-West Greenwich,97102,Mildred E. Lineham School,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Exeter-West Greenwich,97103,Metcalf School,501,0,0,0,0,0,0,108,113,128,152,0,0,0,0,0,0
97,Exeter-West Greenwich,97105,Exeter-West Greenwich Regional  Junior High,262,0,0,0,0,0,0,0,0,0,0,136,126,0,0,0,0
97,Exeter-West Greenwich,97106,Exeter-West Greenwich Regional High School,524,0,0,0,0,0,0,0,0,0,0,0,0,132,133,123,136
97,Exeter-West Greenwich,97190,Exeter-W. Greenwich Schools,27,0,0,0,0,0,0,1,1,1,1,1,6,2,4,6,4
98,Chariho,98,Chariho,"3,305",69,0,0,188,240,207,233,201,249,243,253,257,267,317,283,298
98,Chariho,98101,Chariho Regional High School,"1,137",0,0,0,0,0,0,0,0,0,0,0,0,257,308,277,295
98,Chariho,98103,Chariho Regional Middle School,988,0,0,0,0,0,0,0,0,249,241,246,252,0,0,0,0
98,Chariho,98104,Charlestown Elementary School,281,0,0,0,50,63,47,70,51,0,0,0,0,0,0,0,0
98,Chariho,98105,Richmond Elementary School,439,19,0,0,66,94,94,86,80,0,0,0,0,0,0,0,0
98,Chariho,98106,Ashaway Elementary School,181,0,0,0,34,44,39,33,31,0,0,0,0,0,0,0,0
98,Chariho,98107,Hope Valley Elementary School,233,50,0,0,37,38,26,44,38,0,0,0,0,0,0,0,0
98,Chariho,98108,The R.Y.S.E. School,39,0,0,0,0,0,0,0,1,0,2,6,5,10,7,5,3
98,Chariho,98190,Chariho Regional District,7,0,0,0,1,1,1,0,0,0,0,1,0,0,2,1,0
99,Foster-Glocester,99,Foster-Glocester,"1,121",0,0,0,0,0,0,0,0,0,153,147,170,156,151,183,161
99,Foster-Glocester,99101,Ponaganset Middle School,470,0,0,0,0,0,0,0,0,0,153,147,170,0,0,0,0
99,Foster-Glocester,99102,Ponaganset High School,651,0,0,0,0,0,0,0,0,0,0,0,0,156,151,183,161
,,,,,,,,,,,,,,,,,,,,
